OrderDetailID,OrderID,ProductID,Quantity,TotalAmount
85,26,5,3,20142.81
86,26,68,3,8172.15
87,26,202,6,97359.06
88,27,201,4,56189.4
89,27,239,6,91326.84
90,27,106,2,11812.28
91,27,51,3,1316.43
92,28,164,5,12812.3
93,28,164,6,15374.76
94,28,159,6,64055.46
95,28,88,6,14103.06
96,29,173,1,3257.54
97,29,63,3,9261.15
98,29,222,4,74770.36
99,29,131,4,66948.64
100,30,123,3,51080.19
101,30,242,3,43760.16
102,30,179,5,32597.1
103,30,149,4,70926.96
104,31,182,6,117085.26
105,31,152,1,15289.48
106,32,144,6,44552.34
107,32,221,5,36308.4
108,32,140,4,57268.48
109,32,192,4,24810.2
110,32,65,3,51694.5
111,33,12,4,34865.92
112,33,16,2,9471.52
113,33,96,3,6835.14
114,33,159,6,64055.46
115,33,222,2,37385.18
116,34,83,4,3616.08
117,34,96,6,13670.28
118,34,140,4,57268.48
119,35,146,4,61796.6
120,35,175,2,39774.44
121,35,109,3,9591.75
122,35,94,2,18168.68
123,35,149,5,88658.7
124,36,131,5,83685.8
125,36,184,6,86002.32
126,36,136,4,60822.0
127,36,21,6,45259.68
128,37,58,4,23618.76
129,38,16,1,4735.76
130,38,191,2,35121.28
131,39,248,4,13429.04
132,39,65,5,86157.5
133,39,66,4,54393.48
134,40,35,5,67905.15
135,41,38,6,88898.58
136,41,18,4,1312.28
137,41,123,4,68106.92
138,41,177,2,13091.18
139,42,157,2,901.0
140,42,30,6,83298.48
141,43,129,5,23942.6
142,43,51,3,1316.43
143,43,108,6,79104.48
144,44,57,5,34097.8
145,44,128,5,5299.15
146,44,162,2,8039.56
147,44,123,4,68106.92
148,45,141,2,30185.64
149,45,165,6,58486.8
150,45,240,3,49561.05
151,46,133,3,16615.11
152,46,129,5,23942.6
153,46,51,5,2194.05
154,46,124,2,18349.56
155,47,19,4,17959.52
156,47,21,1,7543.28
157,47,235,3,44150.58
158,47,211,6,44659.14
159,47,115,3,55588.14
160,47,104,2,5008.8
161,48,5,5,33571.35
162,48,88,2,4701.02
163,49,153,6,104122.56
164,49,148,6,12781.74
165,49,57,5,34097.8
166,49,152,1,15289.48
167,50,186,2,33022.86
168,50,169,5,17956.35
169,50,42,2,15249.46
170,50,34,1,16803.64
171,51,91,3,58894.08
172,51,93,1,14653.7
173,51,25,2,30638.38
174,51,93,6,87922.2
175,51,150,2,11169.36
176,52,106,4,23624.56
177,52,3,6,72720.3
178,53,219,3,16509.72
179,54,136,5,76027.5
180,54,157,4,1802.0
181,54,116,2,30406.38
182,54,214,4,30708.32
183,54,235,6,88301.16
184,55,25,5,76595.95
185,56,244,3,18834.06
186,56,237,1,5889.42
187,56,48,5,43070.25
188,56,84,1,12167.87
189,56,115,4,74117.52
190,56,71,5,88328.9
191,57,12,1,8716.48
192,57,185,1,7676.98
193,57,191,6,105363.84
194,57,198,2,36462.7
195,57,220,4,70845.48
196,57,211,6,44659.14
197,58,59,1,17904.26
198,59,107,5,72599.1
199,59,193,1,10127.0
200,60,184,3,43001.16
201,60,189,4,10722.68
202,60,47,1,5149.61
203,60,62,1,3132.05
204,60,203,5,2210.75
205,60,181,1,10423.39
206,61,166,1,3840.8
207,61,250,5,91275.1
208,61,163,6,67657.98
209,61,64,3,22572.15
210,62,28,5,17462.55
211,62,59,6,107425.56
212,62,27,5,89744.65
213,62,104,4,10017.6
214,62,4,3,29434.98
215,62,67,2,20720.14
216,63,192,4,24810.2
217,63,4,5,49058.3
218,63,99,6,109023.96
219,63,144,1,7425.39
220,63,174,6,112273.26
221,64,169,1,3591.27
222,64,121,3,46630.71
223,64,239,3,45663.42
224,64,116,3,45609.57
225,65,131,3,50211.48
226,65,89,6,29530.26
227,65,131,4,66948.64
228,65,16,4,18943.04
229,65,199,1,7425.78
230,65,112,2,18988.54
231,66,68,5,13620.25
232,66,156,2,15242.08
233,66,90,2,25911.52
234,67,81,3,40235.91
235,68,90,6,77734.56
236,69,84,3,36503.61
237,69,5,3,20142.81
238,70,242,6,87520.32
239,70,36,1,15886.03
240,70,82,4,39399.72
241,70,139,4,5061.84
242,70,76,5,44410.45
243,70,157,3,1351.5
244,71,29,1,17391.14
245,71,243,5,57947.35
246,71,19,1,4489.88
247,71,13,3,13175.46
248,72,48,2,17228.1
249,73,173,6,19545.24
250,74,243,2,23178.94
251,74,197,1,15692.77
252,74,177,1,6545.59
253,74,66,3,40795.11
254,75,213,2,3642.68
255,75,214,5,38385.4
256,76,209,4,55904.12
257,76,230,6,29140.56
258,76,183,1,13275.67
259,77,87,4,12423.32
260,77,13,4,17567.28
261,77,215,2,11272.08
262,77,210,4,39422.8
263,77,87,6,18634.98
264,78,132,5,42662.6
265,78,247,6,3612.96
266,78,238,4,7330.0
267,79,86,2,13821.58
268,79,245,1,15492.57
269,79,206,1,6547.17
270,79,57,4,27278.24
271,79,208,3,42259.71
272,79,128,6,6358.98
273,80,133,3,16615.11
274,80,188,3,29910.45
275,80,193,3,30381.0
276,80,128,6,6358.98
277,81,61,6,62539.92
278,81,200,4,63819.72
279,81,123,1,17026.73
280,81,126,2,15102.62
281,81,227,2,17601.12
282,81,83,5,4520.1
283,82,239,1,15221.14
284,82,20,4,28162.12
285,82,43,1,11060.58
286,83,198,6,109388.1
287,83,148,4,8521.16
288,83,176,1,5071.4
289,83,232,1,19491.01
290,83,192,3,18607.65
291,83,40,1,1807.25
292,84,51,6,2632.86
293,85,17,3,24628.74
294,85,11,3,25683.0
295,85,114,5,50052.35
296,85,134,4,54997.84
297,85,183,6,79654.02
298,86,137,1,6084.3
299,86,126,3,22653.93
300,86,174,3,56136.63
301,86,190,2,16829.62
302,87,7,1,3388.28
303,87,154,4,59396.6
304,87,187,2,10332.02
305,87,50,5,65675.9
306,88,152,4,61157.92
307,88,243,3,34768.41
308,88,170,1,11474.95
309,88,213,2,3642.68
310,89,115,5,92646.9
311,90,95,3,59146.74
312,90,246,5,42452.6
313,90,39,2,39014.02
314,90,215,5,28180.2
315,91,141,5,75464.1
316,91,236,3,42339.75
317,91,87,4,12423.32
318,91,171,3,40316.97
319,92,31,6,114497.1
320,92,89,1,4921.71
321,92,111,5,31182.3
322,92,198,3,54694.05
323,92,37,2,27555.8
324,92,68,4,10896.2
325,93,117,4,26870.72
326,93,170,4,45899.8
327,93,225,2,29976.54
328,93,234,3,9633.72
329,93,246,1,8490.52
330,93,24,4,15119.4
331,94,141,2,30185.64
332,95,196,4,17023.76
333,96,121,2,31087.14
334,96,62,3,9396.15
335,96,124,2,18349.56
336,97,246,5,42452.6
337,98,183,4,53102.68
338,98,24,5,18899.25
339,99,133,3,16615.11
340,100,193,2,20254.0
341,100,239,3,45663.42
342,100,231,3,47054.4
343,100,158,5,82199.85
344,100,15,2,16026.64
345,101,179,4,26077.68
346,101,69,1,6143.4
347,101,97,6,40754.1
348,101,49,2,10074.66
349,102,120,3,8228.76
350,102,58,3,17714.07
351,102,63,3,9261.15
352,103,101,6,54460.92
353,103,192,3,18607.65
354,103,245,1,15492.57
355,103,125,5,10051.7
356,104,104,1,2504.4
357,104,121,3,46630.71
358,104,228,1,667.25
359,104,117,5,33588.4
360,104,84,2,24335.74
361,104,236,3,42339.75
362,105,24,1,3779.85
363,105,98,3,34865.88
364,106,105,2,39453.76
365,106,176,1,5071.4
366,106,63,3,9261.15
367,107,183,4,53102.68
368,107,70,3,44244.81
369,107,46,4,7974.2
370,107,136,3,45616.5
371,107,76,2,17764.18
372,107,76,1,8882.09
373,108,27,6,107693.58
374,108,131,2,33474.32
375,108,177,3,19636.77
376,109,155,5,91248.85
377,109,84,6,73007.22
378,109,165,1,9747.8
379,109,104,1,2504.4
380,109,217,1,18116.65
381,110,235,5,73584.3
382,110,165,6,58486.8
383,111,147,5,39467.85
384,111,142,3,17587.68
385,111,61,1,10423.32
386,111,21,4,30173.12
387,111,209,2,27952.06
388,112,146,4,61796.6
389,112,49,1,5037.33
390,113,30,5,69415.4
391,113,176,6,30428.4
392,113,153,6,104122.56
393,114,218,6,62563.38
394,114,203,6,2652.9
395,114,134,5,68747.3
396,114,112,1,9494.27
397,114,107,2,29039.64
398,115,214,6,46062.48
399,115,94,4,36337.36
400,115,176,3,15214.2
401,115,75,1,14850.39
402,115,97,3,20377.05
403,116,145,5,25013.15
404,116,26,4,55040.28
405,117,151,1,16639.48
406,117,83,6,5424.12
407,117,250,5,91275.1
408,118,132,2,17065.04
409,118,26,2,27520.14
410,118,177,5,32727.95
411,118,63,3,9261.15
412,118,99,6,109023.96
413,118,14,2,26725.06
414,119,62,4,12528.2
415,119,48,3,25842.15
416,119,228,4,2669.0
417,119,115,3,55588.14
418,120,151,5,83197.4
419,120,113,4,33109.24
420,120,6,6,9552.66
421,120,249,3,31530.3
422,121,34,2,33607.28
423,121,244,5,31390.1
424,122,160,6,64056.12
425,123,79,4,78001.52
426,123,190,5,42074.05
427,123,104,2,5008.8
428,123,169,5,17956.35
429,123,185,6,46061.88
430,123,135,1,17102.53
431,124,190,5,42074.05
432,124,62,4,12528.2
433,124,4,4,39246.64
434,125,46,4,7974.2
435,125,37,4,55111.6
436,125,104,3,7513.2
437,126,207,4,53721.24
438,126,165,5,48739.0
439,126,233,2,3617.62
440,126,188,3,29910.45
441,126,139,1,1265.46
442,127,175,6,119323.32
443,127,40,6,10843.5
444,127,90,3,38867.28
445,127,18,2,656.14
446,127,134,3,41248.38
447,127,21,4,30173.12
448,128,149,3,53195.22
449,129,75,4,59401.56
450,129,242,3,43760.16
451,130,113,2,16554.62
452,130,113,1,8277.31
453,131,27,3,53846.79
454,131,244,4,25112.08
455,131,37,4,55111.6
456,132,21,4,30173.12
457,132,211,3,22329.57
458,132,58,2,11809.38
459,132,70,2,29496.54
460,133,222,2,37385.18
461,133,204,2,30432.82
462,133,114,5,50052.35
463,133,213,4,7285.36
464,134,103,3,45380.22
465,135,184,3,43001.16
466,135,97,2,13584.7
467,135,111,6,37418.76
468,135,144,6,44552.34
469,136,11,1,8561.0
470,136,196,2,8511.88
471,137,172,4,78774.8
472,137,113,1,8277.31
473,137,35,3,40743.09
474,137,232,4,77964.04
475,137,61,1,10423.32
476,137,33,6,64658.94
477,138,229,4,79626.04
478,138,113,3,24831.93
479,138,197,2,31385.54
480,138,178,6,42830.22
481,139,159,6,64055.46
482,139,212,4,77433.76
483,140,98,3,34865.88
484,140,217,6,108699.9
485,140,109,6,19183.5
486,140,20,1,7040.53
487,141,130,4,10733.52
488,141,37,4,55111.6
489,142,238,1,1832.5
490,143,246,3,25471.56
491,143,247,5,3010.8
492,143,206,2,13094.34
493,143,220,1,17711.37
494,144,161,5,55680.55
495,144,110,6,84009.78
496,144,163,4,45105.32
497,144,177,1,6545.59
498,145,65,1,17231.5
499,145,35,2,27162.06
500,145,107,3,43559.46
501,145,148,4,8521.16
502,146,41,4,70849.96
503,147,91,6,117788.16
504,147,157,6,2703.0
505,147,206,4,26188.68
506,147,110,6,84009.78
507,148,227,5,44002.8
508,148,37,1,13777.9
509,148,70,5,73741.35
510,149,44,1,9367.16
511,149,49,3,15111.99
512,149,75,3,44551.17
513,149,142,2,11725.12
514,149,212,6,116150.64
515,150,171,6,80633.94
516,151,98,5,58109.8
517,152,88,1,2350.51
518,153,74,2,2362.82
519,153,213,5,9106.7
520,153,18,5,1640.35
521,153,151,5,83197.4
522,153,52,2,34325.74
523,153,67,5,51800.35
524,154,247,1,602.16
525,154,63,6,18522.3
526,155,35,2,27162.06
527,156,45,4,22867.8
528,156,54,1,16124.32
529,156,114,3,30031.41
530,156,34,1,16803.64
531,156,168,4,38890.28
532,157,89,3,14765.13
533,157,209,5,69880.15
534,158,22,4,1544.0
535,159,214,2,15354.16
536,159,65,3,51694.5
537,159,3,2,24240.1
538,160,211,1,7443.19
539,160,145,6,30015.78
540,161,237,1,5889.42
541,161,181,6,62540.34
542,161,99,4,72682.64
543,161,146,6,92694.9
544,162,14,3,40087.59
545,162,19,2,8979.76
546,163,170,6,68849.7
547,163,126,5,37756.55
548,163,81,4,53647.88
549,164,102,4,79507.52
550,165,152,1,15289.48
551,166,73,4,60306.16
552,166,165,3,29243.4
553,166,210,1,9855.7
554,167,2,1,9448.81
555,167,74,2,2362.82
556,167,54,3,48372.96
557,168,50,5,65675.9
558,168,242,3,43760.16
559,168,14,6,80175.18
560,168,203,6,2652.9
561,169,171,2,26877.98
562,169,72,4,36826.04
563,170,113,3,24831.93
564,170,6,2,3184.22
565,170,143,1,12540.35
566,171,205,4,25301.76
567,171,237,3,17668.26
568,171,70,5,73741.35
569,171,232,5,97455.05
570,171,12,3,26149.44
571,172,100,4,9546.92
572,172,132,2,17065.04
573,172,234,2,6422.48
574,172,185,5,38384.9
575,173,243,1,11589.47
576,173,234,6,19267.44
577,173,215,3,16908.12
578,174,190,2,16829.62
579,174,100,2,4773.46
580,174,71,6,105994.68
581,175,189,3,8042.01
582,175,103,3,45380.22
583,175,58,4,23618.76
584,175,113,3,24831.93
585,176,217,5,90583.25
586,176,250,1,18255.02
587,176,234,2,6422.48
588,176,226,2,26995.42
589,177,66,1,13598.37
590,177,20,5,35202.65
591,178,61,2,20846.64
592,179,103,5,75633.7
593,179,77,4,22100.76
594,179,156,4,30484.16
595,179,17,4,32838.32
596,179,8,2,30887.26
597,180,118,3,13904.34
598,180,16,6,28414.56
599,180,174,2,37424.42
600,180,15,2,16026.64
601,180,61,4,41693.28
602,180,203,4,1768.6
603,181,67,5,51800.35
604,181,46,6,11961.3
605,181,27,2,35897.86
606,181,193,3,30381.0
607,181,9,6,23958.6
608,182,148,2,4260.58
609,182,235,5,73584.3
610,182,122,3,37254.03
611,183,152,6,91736.88
612,183,218,3,31281.69
613,183,111,5,31182.3
614,183,82,6,59099.58
615,184,210,1,9855.7
616,185,243,5,57947.35
617,185,165,4,38991.2
618,185,174,2,37424.42
619,185,85,6,83313.54
620,186,58,3,17714.07
621,186,234,1,3211.24
622,187,186,4,66045.72
623,188,13,6,26350.92
624,188,70,2,29496.54
625,188,136,1,15205.5
626,188,58,4,23618.76
627,189,9,4,15972.4
628,189,105,3,59180.64
629,189,164,3,7687.38
630,189,163,5,56381.65
631,190,107,2,29039.64
632,190,195,4,49488.88
633,190,30,4,55532.32
634,190,232,5,97455.05
635,190,111,4,24945.84
636,190,244,6,37668.12
637,191,42,5,38123.65
638,191,66,3,40795.11
639,191,242,5,72933.6
640,192,207,6,80581.86
641,193,249,2,21020.2
642,193,216,6,21899.46
643,194,83,4,3616.08
644,194,219,1,5503.24
645,195,67,2,20720.14
646,196,224,1,7585.74
647,196,112,6,56965.62
648,196,9,1,3993.1
649,196,204,3,45649.23
650,197,4,5,49058.3
651,197,199,5,37128.9
652,197,240,3,49561.05
653,198,80,5,2306.05
654,198,69,3,18430.2
655,198,154,4,59396.6
656,198,129,6,28731.12
657,198,73,2,30153.08
658,198,199,5,37128.9
659,199,24,2,7559.7
660,199,153,4,69415.04
661,199,104,6,15026.4
662,199,90,3,38867.28
663,199,204,4,60865.64
664,200,137,2,12168.6
665,200,59,6,107425.56
666,201,145,6,30015.78
667,202,14,6,80175.18
668,203,37,6,82667.4
669,203,250,5,91275.1
670,203,28,3,10477.53
671,203,146,4,61796.6
672,204,67,6,62160.42
673,205,238,6,10995.0
674,205,189,1,2680.67
675,205,134,5,68747.3
676,205,245,6,92955.42
677,205,116,6,91219.14
678,205,105,4,78907.52
679,206,62,3,9396.15
680,206,21,1,7543.28
681,206,94,1,9084.34
682,206,111,5,31182.3
683,207,228,5,3336.25
684,207,27,3,53846.79
685,207,98,1,11621.96
686,207,97,2,13584.7
687,207,229,5,99532.55
688,207,158,1,16439.97
689,208,128,5,5299.15
690,209,216,3,10949.73
691,210,21,1,7543.28
692,210,239,6,91326.84
693,210,223,2,26909.94
694,210,185,6,46061.88
695,210,72,1,9206.51
696,210,59,5,89521.3
697,211,5,1,6714.27
698,211,48,6,51684.3
699,211,222,4,74770.36
700,211,11,6,51366.0
701,211,216,2,7299.82
702,211,20,2,14081.06
703,212,189,5,13403.35
704,212,150,5,27923.4
705,213,228,3,2001.75
706,213,35,3,40743.09
707,213,248,5,16786.3
708,214,88,3,7051.53
709,214,71,4,70663.12
710,214,9,3,11979.3
711,214,9,3,11979.3
712,215,217,3,54349.95
713,215,133,2,11076.74
714,215,237,3,17668.26
715,215,87,2,6211.66
716,215,62,4,12528.2
717,215,6,1,1592.11
718,216,133,2,11076.74
719,216,46,4,7974.2
720,216,156,2,15242.08
721,216,23,3,59145.93
722,216,169,5,17956.35
723,216,231,6,94108.8
724,217,78,1,19026.42
725,217,13,6,26350.92
726,217,28,5,17462.55
727,217,27,6,107693.58
728,217,229,1,19906.51
729,217,155,3,54749.31
730,218,146,2,30898.3
731,218,106,3,17718.42
732,218,159,1,10675.91
733,218,154,6,89094.9
734,218,18,3,984.21
735,218,39,3,58521.03
736,219,35,6,81486.18
737,219,99,5,90853.3
738,219,104,3,7513.2
739,220,91,2,39262.72
740,220,221,6,43570.08
741,220,134,4,54997.84
742,220,13,2,8783.64
743,220,114,6,60062.82
744,220,122,3,37254.03
745,221,128,1,1059.83
746,221,72,2,18413.02
747,221,138,2,17049.72
748,222,153,1,17353.76
749,223,170,3,34424.85
750,223,156,2,15242.08
751,223,193,2,20254.0
752,223,75,1,14850.39
753,224,13,3,13175.46
754,225,58,3,17714.07
755,225,96,5,11391.9
756,225,200,2,31909.86
757,225,164,3,7687.38
758,226,1,5,90928.95
759,226,236,2,28226.5
760,226,64,3,22572.15
761,226,25,6,91915.14
762,226,103,4,60506.96
763,226,48,1,8614.05
764,227,232,1,19491.01
765,227,29,2,34782.28
766,227,75,3,44551.17
767,227,150,1,5584.68
768,228,169,2,7182.54
769,228,23,1,19715.31
770,228,51,3,1316.43
771,228,89,1,4921.71
772,229,147,5,39467.85
773,230,68,2,5448.1
774,230,105,5,98634.4
775,230,32,6,4994.94
776,231,194,3,4219.98
777,231,189,4,10722.68
778,231,113,4,33109.24
779,232,85,2,27771.18
780,233,98,6,69731.76
781,233,142,5,29312.8
782,234,244,6,37668.12
783,234,206,4,26188.68
784,234,136,4,60822.0
785,235,221,5,36308.4
786,236,23,3,59145.93
787,236,144,1,7425.39
788,236,116,5,76015.95
789,237,8,3,46330.89
790,237,84,5,60839.35
791,237,187,5,25830.05
792,237,58,6,35428.14
793,237,125,5,10051.7
794,238,98,2,23243.92
795,238,113,5,41386.55
796,238,227,1,8800.56
797,238,16,3,14207.28
798,238,66,5,67991.85
799,238,205,2,12650.88
800,239,181,6,62540.34
801,239,64,5,37620.25
802,239,84,1,12167.87
803,239,87,6,18634.98
804,239,114,3,30031.41
805,240,230,3,14570.28
806,240,74,2,2362.82
807,241,75,4,59401.56
808,241,112,5,47471.35
809,241,167,4,13354.48
810,241,246,6,50943.12
811,242,81,3,40235.91
812,242,226,6,80986.26
813,243,150,1,5584.68
814,244,77,2,11050.38
815,244,175,1,19887.22
816,244,174,4,74848.84
817,245,34,5,84018.2
818,245,14,3,40087.59
819,245,168,3,29167.71
820,245,240,4,66081.4
821,245,67,1,10360.07
822,245,167,4,13354.48
823,246,196,4,17023.76
824,246,116,2,30406.38
825,246,238,6,10995.0
826,246,39,5,97535.05
827,247,138,6,51149.16
828,248,156,5,38105.2
829,248,31,4,76331.4
830,248,160,2,21352.04
831,249,130,3,8050.14
832,249,85,3,41656.77
833,249,181,4,41693.56
834,249,22,6,2316.0
835,249,142,1,5862.56
836,249,205,5,31627.2
837,250,198,3,54694.05
838,250,213,4,7285.36
839,250,187,4,20664.04
840,251,170,5,57374.75
841,252,189,5,13403.35
842,252,227,5,44002.8
843,252,130,6,16100.28
844,253,188,2,19940.3
845,253,229,1,19906.51
846,253,4,3,29434.98
847,253,218,6,62563.38
848,253,116,3,45609.57
849,253,178,4,28553.48
850,254,125,5,10051.7
851,254,53,2,26374.54
852,254,66,4,54393.48
853,254,173,2,6515.08
854,255,184,2,28667.44
855,255,28,3,10477.53
856,256,88,1,2350.51
857,256,129,5,23942.6
858,256,222,1,18692.59
859,256,36,2,31772.06
860,256,4,6,58869.96
861,256,115,6,111176.28
862,257,186,1,16511.43
863,257,40,5,9036.25
864,257,22,4,1544.0
865,258,80,6,2767.26
866,258,122,4,49672.04
867,258,30,5,69415.4
868,259,48,6,51684.3
869,259,229,5,99532.55
870,259,4,6,58869.96
871,260,232,1,19491.01
872,260,61,4,41693.28
873,260,73,4,60306.16
874,260,51,3,1316.43
875,261,211,4,29772.76
876,261,192,6,37215.3
877,261,139,5,6327.3
878,261,11,2,17122.0
879,262,209,6,83856.18
880,262,98,5,58109.8
881,262,74,2,2362.82
882,262,44,6,56202.96
883,262,91,6,117788.16
884,262,33,1,10776.49
885,263,16,6,28414.56
886,263,163,6,67657.98
887,263,35,6,81486.18
888,263,61,5,52116.6
889,264,188,4,39880.6
890,264,129,3,14365.56
891,264,102,3,59630.64
892,264,80,5,2306.05
893,264,12,4,34865.92
894,265,53,4,52749.08
895,266,165,2,19495.6
896,266,140,3,42951.36
897,266,151,4,66557.92
898,266,155,5,91248.85
899,266,21,5,37716.4
900,267,121,3,46630.71
901,267,36,2,31772.06
902,267,46,1,1993.55
903,268,211,6,44659.14
904,268,106,4,23624.56
905,268,176,4,20285.6
906,269,146,3,46347.45
907,269,238,2,3665.0
908,269,105,3,59180.64
909,269,234,4,12844.96
910,270,161,4,44544.44
911,270,98,2,23243.92
912,270,233,2,3617.62
913,270,182,3,58542.63
914,271,160,5,53380.1
915,271,204,5,76082.05
916,271,170,3,34424.85
917,271,206,6,39283.02
918,271,13,4,17567.28
919,272,186,3,49534.29
920,272,167,6,20031.72
921,272,204,3,45649.23
922,272,26,5,68800.35
923,272,73,2,30153.08
924,272,41,3,53137.47
925,273,128,2,2119.66
926,273,237,6,35336.52
927,273,11,6,51366.0
928,273,231,2,31369.6
929,273,156,4,30484.16
930,274,144,5,37126.95
931,275,242,5,72933.6
932,275,61,1,10423.32
933,275,226,4,53990.84
934,276,63,4,12348.2
935,276,112,2,18988.54
936,276,221,6,43570.08
937,276,139,2,2530.92
938,276,170,2,22949.9
939,276,242,6,87520.32
940,277,160,5,53380.1
941,277,102,5,99384.4
942,277,242,3,43760.16
943,278,240,2,33040.7
944,278,121,2,31087.14
945,278,18,6,1968.42
946,278,136,3,45616.5
947,278,137,6,36505.8
948,279,36,5,79430.15
949,279,203,5,2210.75
950,280,111,4,24945.84
951,280,14,2,26725.06
952,280,249,3,31530.3
953,280,211,4,29772.76
954,281,152,4,61157.92
955,282,163,2,22552.66
956,282,39,5,97535.05
957,282,237,3,17668.26
958,283,212,4,77433.76
959,283,170,6,68849.7
960,284,123,6,102160.38
961,284,186,2,33022.86
962,285,81,4,53647.88
963,285,12,2,17432.96
964,285,206,6,39283.02
965,285,141,6,90556.92
966,285,151,3,49918.44
967,286,106,1,5906.14
968,286,182,5,97571.05
969,286,213,1,1821.34
970,286,72,3,27619.53
971,286,211,5,37215.95
972,286,44,1,9367.16
973,287,220,5,88556.85
974,287,40,3,5421.75
975,287,80,5,2306.05
976,288,136,2,30411.0
977,288,198,2,36462.7
978,288,59,3,53712.78
979,288,131,1,16737.16
980,288,154,2,29698.3
981,288,173,5,16287.7
982,289,35,4,54324.12
983,289,67,3,31080.21
984,290,157,6,2703.0
985,290,35,1,13581.03
986,290,78,6,114158.52
987,290,177,3,19636.77
988,291,228,5,3336.25
989,291,65,1,17231.5
990,291,50,4,52540.72
991,292,77,1,5525.19
992,292,204,5,76082.05
993,293,245,1,15492.57
994,293,196,6,25535.64
995,294,82,4,39399.72
996,294,122,2,24836.02
997,294,143,1,12540.35
998,294,64,5,37620.25
999,295,218,4,41708.92
1000,295,134,1,13749.46
1001,295,94,5,45421.7
1002,296,211,4,29772.76
1003,296,7,5,16941.4
1004,296,132,6,51195.12
1005,296,172,5,98468.5
1006,296,241,1,7868.11
1007,296,57,4,27278.24
1008,297,87,5,15529.15
1009,297,9,3,11979.3
1010,297,75,5,74251.95
1011,298,61,1,10423.32
1012,298,221,3,21785.04
1013,298,70,1,14748.27
1014,298,224,6,45514.44
1015,299,245,3,46477.71
1016,299,175,6,119323.32
1017,299,232,5,97455.05
1018,299,69,6,36860.4
1019,300,55,1,15858.6
1020,300,63,1,3087.05
1021,300,122,5,62090.05
1022,300,44,4,37468.64
1023,300,75,2,29700.78
1024,300,164,5,12812.3
1025,301,115,4,74117.52
1026,301,75,3,44551.17
1027,302,176,5,25357.0
1028,302,240,4,66081.4
1029,302,216,5,18249.55
1030,302,127,2,34146.18
1031,303,129,6,28731.12
1032,304,38,2,29632.86
1033,304,30,5,69415.4
1034,304,235,6,88301.16
1035,304,103,1,15126.74
1036,304,124,6,55048.68
1037,304,107,4,58079.28
1038,305,126,4,30205.24
1039,305,101,2,18153.64
1040,305,32,4,3329.96
1041,305,22,1,386.0
1042,305,103,1,15126.74
1043,305,204,2,30432.82
1044,306,186,4,66045.72
1045,306,77,4,22100.76
1046,306,185,6,46061.88
1047,306,15,2,16026.64
1048,306,210,4,39422.8
1049,306,114,3,30031.41
1050,307,191,4,70242.56
1051,307,222,3,56077.77
1052,307,4,3,29434.98
1053,308,192,1,6202.55
1054,308,131,1,16737.16
1055,308,175,4,79548.88
1056,308,218,2,20854.46
1057,308,201,6,84284.1
1058,308,5,4,26857.08
1059,309,189,6,16084.02
1060,310,91,6,117788.16
1061,310,109,6,19183.5
1062,310,118,2,9269.56
1063,310,69,6,36860.4
1064,311,178,3,21415.11
1065,311,40,4,7229.0
1066,311,186,4,66045.72
1067,311,233,6,10852.86
