OrderID,CustomerID,OrderDate,OrderStatus
281,9377,2023-10-09,Delivered
282,87,2022-12-13,Delivered
283,7543,2025-01-25,Returned
284,1192,2023-11-07,Cancelled
285,3766,2023-06-14,Delivered
286,8377,2023-07-20,Delivered
287,8426,2024-12-04,Delivered
288,5252,2023-10-27,Delivered
289,4486,2023-05-09,Delivered
290,5422,2025-03-03,Delivered
291,4985,2025-01-28,Delivered
292,5023,2023-08-25,Delivered
293,4956,2023-01-15,Delivered
294,6838,2022-02-10,Delivered
295,63,2025-04-24,Delivered
296,7242,2023-10-27,Delivered
297,2265,2024-07-31,Delivered
298,3914,2024-07-25,Delivered
299,2346,2022-12-28,Returned
300,7458,2022-10-14,Delivered
301,3056,2024-03-31,Delivered
302,2261,2023-05-02,Delivered
303,1017,2022-09-08,Delivered
304,6719,2025-03-30,Delivered
305,9264,2024-12-26,Delivered
306,2495,2021-09-05,Delivered
307,494,2022-12-17,Delivered
308,8657,2024-02-03,Cancelled
309,1774,2024-02-05,Cancelled
310,3636,2022-06-10,Delivered
311,304,2023-12-21,Delivered
312,5107,2024-03-12,Delivered
313,542,2022-02-01,Delivered
314,1691,2023-06-17,Returned
315,6361,2021-10-21,Delivered
316,7122,2024-09-18,Cancelled
317,2088,2025-02-07,Delivered
318,6271,2023-01-04,Delivered
319,1046,2022-04-28,Returned
320,4354,2025-03-02,Delivered
321,7352,2021-10-21,Returned
322,7161,2025-04-30,Delivered
323,6391,2022-05-27,Delivered
324,4890,2024-12-23,Delivered
325,6277,2022-05-02,Delivered
326,6792,2025-01-18,Delivered
327,9691,2024-12-15,Cancelled
328,8369,2023-12-17,Delivered
329,5095,2024-09-04,Delivered
330,9152,2022-02-26,Returned
331,1394,2025-05-03,Delivered
332,8349,2024-06-09,Delivered
333,6547,2022-12-06,Delivered
334,3326,2021-10-19,Delivered
335,1990,2022-09-08,Delivered
336,8262,2024-03-21,Delivered
337,2026,2022-01-31,Delivered
338,7685,2024-05-22,Delivered
339,4093,2021-10-17,Delivered
340,2142,2024-06-26,Delivered
341,1975,2023-03-22,Delivered
342,2779,2025-05-28,Delivered
343,3765,2024-04-18,Delivered
344,4068,2025-02-12,Delivered
345,967,2024-06-03,Delivered
346,3619,2021-08-22,Returned
347,6913,2024-08-14,Delivered
348,1421,2023-06-11,Delivered
349,7893,2022-02-28,Delivered
350,9862,2025-04-26,Delivered
351,5733,2022-03-22,Delivered
352,2700,2023-01-16,Returned
353,5458,2022-02-11,Delivered
354,2329,2025-01-13,Delivered
355,7602,2022-10-01,Delivered
356,4721,2021-10-22,Delivered
357,6415,2024-09-15,Delivered
358,1492,2023-05-11,Delivered
359,3437,2023-01-02,Delivered
360,685,2023-06-16,Delivered
361,7944,2023-08-31,Delivered
362,9454,2022-07-16,Cancelled
363,217,2022-08-29,Delivered
364,9987,2021-07-13,Delivered
365,5995,2023-06-02,Delivered
366,2848,2025-03-20,Delivered
367,6108,2021-07-25,Returned
368,7299,2021-08-29,Delivered
369,5419,2021-08-11,Delivered
370,8217,2024-10-06,Delivered
371,7439,2024-09-06,Delivered
372,33,2024-01-07,Delivered
373,9657,2022-08-10,Delivered
374,3654,2025-03-14,Delivered
375,6269,2024-11-06,Delivered
376,7012,2022-07-15,Delivered
377,4853,2021-10-03,Cancelled
378,2552,2023-09-08,Delivered
379,7439,2022-12-24,Delivered
380,2007,2021-08-29,Delivered
381,5602,2022-04-20,Delivered
382,4820,2024-02-27,Delivered
383,4836,2024-07-11,Delivered
384,9029,2021-12-26,Delivered
385,2148,2022-05-03,Delivered
386,7288,2023-08-15,Delivered
387,9294,2022-03-28,Delivered
388,9998,2024-09-17,Delivered
389,9604,2024-05-03,Delivered
390,8945,2023-02-19,Delivered
391,7008,2025-04-25,Delivered
392,5085,2022-09-15,Delivered
393,9112,2021-12-17,Delivered
394,2374,2022-11-04,Delivered
395,3144,2023-07-10,Delivered
396,214,2022-06-22,Delivered
397,9320,2025-05-02,Delivered
398,6459,2024-11-07,Delivered
399,8073,2023-06-26,Returned
400,9681,2024-10-19,Cancelled
401,437,2025-05-19,Delivered
402,2325,2022-02-18,Delivered
403,1534,2024-01-07,Delivered
404,1339,2021-07-13,Delivered
405,1862,2023-05-28,Delivered
406,2431,2021-07-10,Delivered
407,4779,2022-09-22,Returned
408,1371,2023-01-04,Delivered
409,7413,2024-05-28,Delivered
410,9891,2023-03-01,Delivered
411,2010,2023-04-07,Returned
412,3783,2024-01-28,Delivered
413,1110,2022-12-08,Delivered
414,3668,2024-04-27,Delivered
415,3215,2024-10-19,Delivered
416,1672,2024-12-21,Cancelled
417,2603,2024-07-21,Delivered
418,570,2023-02-17,Delivered
419,472,2024-12-26,Delivered
420,8866,2022-12-22,Returned
421,7859,2022-06-11,Delivered
422,3049,2024-07-02,Delivered
423,9262,2024-09-24,Delivered
424,5550,2022-04-03,Delivered
425,3571,2022-10-13,Delivered
426,9478,2023-03-04,Delivered
427,5889,2023-07-10,Delivered
428,2069,2022-04-10,Cancelled
429,5973,2024-06-04,Delivered
430,3178,2025-06-23,Delivered
431,6789,2023-01-30,Cancelled
432,1712,2025-01-30,Delivered
433,56,2022-03-28,Delivered
434,1847,2021-10-21,Delivered
435,5698,2022-02-15,Cancelled
436,9586,2024-07-17,Delivered
437,5162,2022-05-14,Delivered
438,6729,2023-08-04,Delivered
439,1893,2024-08-16,Delivered
440,6224,2022-03-26,Cancelled
441,9638,2022-05-06,Delivered
442,7051,2022-02-15,Cancelled
443,8581,2022-03-22,Delivered
444,2545,2022-03-16,Cancelled
445,3209,2024-05-04,Delivered
446,5008,2022-04-19,Delivered
447,2682,2025-06-05,Returned
448,621,2024-04-03,Delivered
449,3516,2023-12-12,Delivered
450,4846,2022-07-16,Delivered
451,9681,2023-06-30,Delivered
452,8181,2025-01-17,Delivered
453,2353,2024-10-16,Delivered
454,7044,2022-07-10,Delivered
455,2983,2024-09-01,Cancelled
456,3937,2023-02-28,Cancelled
457,3018,2021-11-22,Delivered
458,4205,2024-12-16,Delivered
459,6143,2024-08-23,Delivered
460,1075,2025-02-15,Returned
461,1875,2022-02-24,Delivered
462,8893,2022-05-13,Delivered
463,4000,2023-05-16,Delivered
464,6447,2022-11-10,Delivered
465,9789,2022-12-29,Delivered
466,9251,2022-08-18,Delivered
467,5797,2024-01-19,Returned
468,1128,2023-04-05,Delivered
469,3967,2022-11-06,Delivered
470,7417,2023-07-11,Delivered
471,7281,2022-04-27,Cancelled
472,806,2023-12-23,Delivered
473,1528,2024-05-04,Delivered
474,9522,2024-03-15,Cancelled
475,3850,2024-10-06,Delivered
476,4105,2024-01-09,Delivered
477,7826,2022-08-13,Delivered
478,7223,2022-01-23,Returned
479,8701,2021-07-21,Cancelled
480,4143,2025-02-12,Delivered
481,9593,2022-04-05,Delivered
482,6811,2025-02-16,Cancelled
483,7721,2021-10-06,Delivered
484,6688,2024-09-02,Delivered
485,9246,2022-08-21,Cancelled
486,5447,2024-06-30,Delivered
487,6510,2024-10-09,Delivered
488,9850,2023-03-01,Delivered
489,6281,2023-02-03,Delivered
490,1480,2022-06-02,Returned
491,908,2023-09-18,Returned
492,2392,2021-12-26,Delivered
493,6312,2024-12-14,Delivered
494,6263,2023-07-05,Delivered
495,6120,2023-08-31,Delivered
496,812,2021-10-22,Delivered
497,6917,2023-01-24,Delivered
498,5707,2022-08-12,Delivered
499,8367,2022-02-10,Delivered
500,6607,2023-08-18,Delivered
501,7616,2023-11-06,Delivered
502,390,2024-04-10,Delivered
503,9452,2022-11-15,Delivered
504,1880,2021-12-20,Delivered
505,3814,2022-02-12,Delivered
506,9105,2022-02-14,Delivered
507,6077,2024-05-25,Delivered
508,4262,2024-07-13,Delivered
509,1322,2022-05-30,Returned
510,8401,2025-03-21,Delivered
511,4811,2024-05-01,Delivered
512,165,2024-02-24,Delivered
513,7637,2021-09-30,Delivered
514,9357,2022-07-02,Delivered
515,7284,2022-08-21,Delivered
516,7500,2024-07-19,Cancelled
517,5231,2024-12-08,Delivered
518,4264,2022-10-26,Delivered
519,3088,2024-01-11,Delivered
520,4365,2023-12-11,Delivered
521,741,2022-09-14,Delivered
522,6637,2025-06-20,Delivered
523,8744,2024-10-20,Delivered
524,1466,2024-08-11,Delivered
525,3586,2022-09-06,Delivered
526,6160,2025-06-03,Delivered
527,5318,2022-11-26,Delivered
528,2450,2023-01-31,Delivered
529,973,2025-02-15,Delivered
530,81,2024-06-14,Delivered
531,9393,2022-11-05,Delivered
532,3357,2021-12-18,Delivered
533,9668,2024-03-01,Delivered
534,337,2022-05-28,Delivered
535,5337,2025-04-18,Returned
536,3993,2023-01-19,Delivered
537,8688,2024-12-05,Delivered
538,6800,2024-10-24,Delivered
539,9953,2021-08-12,Delivered
540,3605,2023-01-10,Cancelled
541,3492,2023-07-15,Delivered
542,3425,2022-03-27,Delivered
543,2598,2024-10-02,Delivered
544,1629,2021-10-15,Delivered
545,3094,2023-02-13,Delivered
546,3263,2022-09-25,Delivered
547,3773,2025-02-12,Returned
548,5406,2024-12-10,Delivered
549,270,2023-05-16,Delivered
550,6192,2023-11-29,Delivered
551,9061,2022-09-30,Delivered
552,9770,2021-12-22,Delivered
553,4543,2021-11-16,Delivered
554,700,2022-05-29,Delivered
555,4655,2021-08-01,Delivered
556,9142,2025-04-13,Delivered
557,5904,2022-09-01,Delivered
558,3451,2025-03-26,Delivered
559,4155,2024-06-14,Delivered
560,3751,2022-03-04,Delivered
561,4773,2022-10-15,Delivered
562,2619,2023-04-28,Delivered
563,5042,2024-09-02,Delivered
564,4056,2023-03-09,Delivered
565,8954,2022-02-17,Delivered
566,1463,2024-08-21,Delivered
567,4952,2025-04-25,Delivered
568,567,2021-10-15,Delivered
569,2086,2024-01-06,Delivered
570,8005,2021-11-19,Delivered
571,7829,2024-06-02,Delivered
572,2607,2023-07-28,Delivered
573,6532,2024-05-03,Delivered
574,1708,2024-09-24,Delivered
575,1486,2022-07-09,Delivered
576,4107,2023-12-15,Delivered
577,5749,2024-03-20,Delivered
578,1194,2022-10-03,Delivered
579,9169,2023-05-08,Delivered
580,9258,2023-08-30,Delivered
581,2250,2025-04-12,Delivered
582,8006,2023-10-06,Delivered
583,1193,2023-10-09,Delivered
584,1759,2024-05-19,Delivered
585,6736,2023-10-01,Delivered
586,9134,2021-08-16,Cancelled
587,9082,2022-01-06,Returned
588,7497,2022-11-29,Delivered
589,168,2023-10-20,Delivered
590,4319,2023-03-14,Delivered
591,8211,2024-07-22,Delivered
592,1900,2022-03-26,Delivered
593,5186,2023-07-26,Cancelled
594,6301,2021-11-19,Delivered
595,9298,2022-08-16,Delivered
596,425,2022-08-09,Delivered
597,5682,2022-02-19,Delivered
598,6506,2025-03-23,Delivered
599,7074,2024-04-23,Delivered
600,391,2022-02-21,Delivered
601,16,2023-01-18,Delivered
602,5873,2022-03-21,Delivered
603,29,2022-04-30,Delivered
604,8988,2023-01-05,Cancelled
605,3515,2021-09-04,Cancelled
606,5811,2022-07-17,Delivered
607,9480,2023-08-20,Delivered
608,8545,2025-03-05,Delivered
609,8788,2021-12-03,Delivered
610,4843,2022-11-22,Delivered
611,5657,2025-01-07,Delivered
612,9751,2023-07-28,Delivered
613,5516,2023-04-01,Delivered
614,6015,2022-06-12,Delivered
615,8633,2022-05-09,Delivered
616,4760,2024-08-30,Delivered
617,7285,2022-03-14,Returned
618,4102,2022-04-22,Delivered
619,5842,2023-01-04,Delivered
620,497,2024-01-29,Delivered
621,8402,2021-07-29,Delivered
622,5861,2022-03-14,Delivered
623,733,2024-07-24,Delivered
624,483,2025-03-15,Delivered
625,7985,2025-01-29,Delivered
626,7747,2024-08-26,Delivered
627,7679,2021-10-03,Delivered
628,3791,2024-03-30,Returned
629,2705,2024-09-16,Delivered
630,8906,2021-07-29,Delivered
631,4435,2021-11-17,Cancelled
632,5992,2024-04-05,Delivered
633,3214,2021-12-21,Delivered
634,7129,2022-10-25,Delivered
635,3119,2024-12-27,Returned
636,7721,2024-03-12,Delivered
637,6228,2024-06-15,Delivered
638,9874,2022-10-12,Delivered
639,5785,2024-03-11,Delivered
640,1497,2022-03-12,Cancelled
641,3808,2023-03-24,Delivered
642,8617,2025-05-22,Cancelled
643,3732,2023-05-15,Delivered
644,2867,2023-09-22,Delivered
645,4924,2024-08-24,Delivered
646,5517,2025-06-17,Delivered
647,7883,2021-10-20,Cancelled
648,1237,2022-03-11,Returned
649,6850,2023-11-03,Delivered
650,9269,2021-07-09,Delivered
651,8157,2024-11-11,Delivered
652,5115,2021-12-01,Delivered
653,1884,2022-03-11,Delivered
654,9951,2023-07-09,Cancelled
655,5262,2023-05-29,Delivered
656,6114,2024-04-04,Delivered
657,4195,2021-10-12,Delivered
658,5839,2024-05-27,Returned
659,3595,2022-07-13,Delivered
660,979,2024-07-06,Delivered
661,4423,2023-04-22,Delivered
662,6344,2024-04-16,Delivered
663,8422,2023-03-09,Delivered
664,1367,2023-11-20,Cancelled
665,5108,2025-05-26,Delivered
666,1717,2023-01-13,Delivered
667,3349,2021-11-17,Delivered
668,5205,2023-08-05,Delivered
669,2300,2022-07-08,Delivered
670,42,2024-05-12,Delivered
671,5342,2024-09-04,Returned
672,8565,2024-11-30,Delivered
673,6896,2023-09-14,Delivered
674,2293,2025-01-13,Delivered
675,5642,2021-08-19,Delivered
676,5320,2025-02-09,Delivered
677,2882,2022-04-25,Delivered
678,4067,2023-11-23,Delivered
679,1371,2022-04-14,Delivered
680,2358,2025-04-02,Delivered
681,9736,2022-01-14,Delivered
682,8408,2024-03-04,Delivered
683,8961,2024-08-24,Delivered
684,7904,2023-05-17,Delivered
685,7140,2023-11-05,Delivered
686,3645,2025-04-07,Delivered
687,2107,2024-03-08,Cancelled
688,5736,2021-09-25,Returned
689,4902,2023-10-30,Delivered
690,7614,2021-11-25,Returned
691,9489,2022-01-11,Delivered
692,2367,2023-11-09,Delivered
693,6285,2022-01-05,Cancelled
694,8778,2022-05-15,Delivered
695,4518,2024-05-26,Delivered
696,571,2024-10-09,Delivered
697,68,2024-04-28,Delivered
698,5322,2025-04-06,Delivered
699,7249,2022-04-14,Delivered
700,3490,2022-05-17,Delivered
701,2199,2021-10-05,Cancelled
702,422,2024-03-10,Delivered
703,3700,2023-11-03,Delivered
704,8517,2024-10-03,Returned
705,2809,2024-06-29,Delivered
706,877,2022-04-09,Delivered
707,7641,2024-10-12,Delivered
708,6042,2025-02-26,Returned
709,6495,2023-12-22,Delivered
710,4814,2022-06-03,Delivered
711,3779,2024-06-13,Delivered
712,9215,2024-01-01,Delivered
713,2157,2024-05-25,Delivered
714,1085,2025-04-09,Delivered
715,770,2022-09-14,Delivered
716,6407,2023-02-14,Delivered
717,6200,2024-12-03,Delivered
718,9324,2024-04-13,Delivered
719,2562,2024-07-07,Delivered
720,5837,2022-06-07,Delivered
721,9529,2024-07-26,Returned
722,1446,2024-12-25,Returned
723,9860,2023-09-16,Delivered
724,278,2024-02-13,Delivered
725,3867,2021-10-19,Delivered
726,4803,2024-05-05,Delivered
727,7801,2022-12-17,Delivered
728,9233,2022-10-18,Delivered
729,8003,2023-08-26,Returned
730,5401,2023-08-08,Returned
731,71,2023-07-28,Delivered
732,6422,2024-06-17,Delivered
733,7282,2024-09-06,Delivered
734,321,2022-06-08,Delivered
735,3765,2024-02-19,Returned
736,2800,2023-08-12,Delivered
737,7883,2024-06-17,Delivered
738,5394,2025-06-12,Delivered
739,641,2022-10-03,Delivered
740,223,2024-01-18,Delivered
741,9882,2022-01-28,Returned
742,8131,2021-10-01,Delivered
743,965,2025-03-18,Delivered
744,1483,2024-01-06,Delivered
745,1887,2025-03-17,Cancelled
746,3699,2023-03-22,Delivered
747,2447,2024-09-06,Delivered
748,7917,2023-01-14,Delivered
749,1081,2024-10-23,Delivered
750,1704,2024-10-14,Delivered
751,9264,2022-12-29,Delivered
752,6502,2023-10-23,Delivered
753,1258,2022-01-22,Returned
754,183,2023-01-11,Delivered
755,6948,2024-09-01,Delivered
756,8276,2022-12-24,Delivered
757,5426,2024-07-29,Delivered
758,2403,2023-06-20,Delivered
759,4098,2022-12-04,Delivered
760,5076,2025-06-17,Delivered
761,2953,2021-10-01,Delivered
762,3867,2022-11-14,Delivered
763,3148,2023-03-26,Cancelled
764,6026,2022-03-07,Delivered
765,336,2022-11-16,Delivered
766,8929,2024-04-28,Delivered
767,348,2022-05-13,Delivered
768,7278,2022-02-13,Delivered
769,482,2023-05-01,Delivered
770,1511,2023-01-14,Delivered
771,2999,2023-07-06,Delivered
772,8899,2024-09-15,Delivered
773,7921,2023-07-26,Delivered
774,3643,2023-10-31,Delivered
775,2166,2021-12-13,Delivered
776,8034,2022-10-24,Delivered
777,6581,2021-07-06,Delivered
778,512,2022-10-29,Returned
779,4449,2024-01-08,Delivered
780,2676,2024-11-06,Delivered
781,8355,2024-11-25,Delivered
782,5230,2022-08-13,Delivered
783,8855,2022-01-13,Delivered
784,2592,2023-05-26,Delivered
785,9782,2022-07-02,Delivered
786,4354,2024-08-06,Delivered
787,4777,2025-03-17,Delivered
788,1027,2024-02-23,Delivered
789,9318,2024-05-03,Returned
790,6182,2022-05-16,Delivered
791,6298,2024-01-30,Delivered
792,4500,2022-09-28,Delivered
793,5870,2023-07-09,Delivered
794,3656,2024-05-07,Delivered
795,1575,2023-01-16,Delivered
796,3164,2024-03-29,Cancelled
797,8284,2021-07-03,Delivered
798,7049,2021-09-21,Delivered
799,6774,2025-01-29,Delivered
800,1277,2023-09-10,Cancelled
801,4710,2023-10-01,Delivered
802,9407,2024-08-10,Delivered
803,3979,2023-05-04,Delivered
804,7104,2022-02-16,Delivered
805,9906,2025-06-15,Delivered
806,5420,2024-04-07,Delivered
807,7023,2024-10-02,Delivered
808,9631,2025-05-26,Delivered
809,8043,2022-07-05,Delivered
810,2025,2021-07-20,Returned
811,6385,2021-12-10,Delivered
812,2427,2022-09-10,Delivered
813,6783,2023-02-01,Delivered
814,6359,2022-12-31,Delivered
815,6850,2022-10-16,Returned
816,8320,2023-12-19,Delivered
817,937,2023-09-30,Delivered
818,6706,2022-04-15,Delivered
819,5605,2023-11-23,Cancelled
820,5635,2025-04-11,Delivered
821,3517,2023-01-28,Delivered
822,9446,2022-07-27,Cancelled
823,7157,2025-06-19,Delivered
824,9694,2022-12-11,Cancelled
825,4059,2024-07-25,Delivered
